Participant ID,Physical Activity,Fruits/Veg Servings,Sleep Quality,Stress Level,Overall Health,Diet Type,Exercise Type Preferred,Work Environment,Living Area
385,7.62,7.22,9,4,6,Meat-Eater,Sports,Student,Rural
386,8.23,9.69,7,4,7,Meat-Eater,Sports,Office,Rural
387,3.54,4.54,3,10,1,Pescatarian,None,Student,Urban
388,2.6,2.18,1,9,3,Meat-Eater,None,Office,Suburban
389,7.76,7.05,10,3,9,Meat-Eater,Strength Training,Remote,Urban
390,8.26,7.56,6,4,8,Pescatarian,Strength Training,Office,Rural
391,9.91,6.18,8,5,5,Meat-Eater,Sports,Office,Rural
392,4.71,2.86,3,10,5,Flexitarian,None,Fieldwork,Urban
393,4.35,5.54,8,10,1,Vegan,Yoga/Pilates,Office,Urban
394,7.99,3.81,5,2,10,Meat-Eater,Strength Training,Student,Rural
395,4.07,4.85,2,7,5,Vegetarian,Yoga/Pilates,Mixed,Suburban
396,9.38,6.81,5,2,7,Vegetarian,Cardio,Office,Suburban
397,8.73,7.71,8,2,7,Vegetarian,Cardio,Office,Urban
398,4.86,3.09,2,7,3,Vegetarian,Cardio,Remote,Rural
399,7.76,4.65,1,2,8,Vegan,Strength Training,Office,Urban
400,7.79,3.42,4,2,7,Pescatarian,Cardio,Fieldwork,Rural
401,1.93,2.79,2,10,1,Flexitarian,None,Student,Urban
402,9.12,8.05,7,1,7,Meat-Eater,Sports,Student,Rural
403,5.55,9.18,8,2,8,Meat-Eater,Cardio,Mixed,Urban
404,8.44,4.33,2,5,4,Flexitarian,Cardio,Student,Suburban
405,3.88,7.76,10,6,5,Pescatarian,None,Mixed,Urban
406,9.06,9.07,5,2,9,Pescatarian,Cardio,Mixed,Rural
407,4.5,8.62,6,6,4,Meat-Eater,Cardio,Mixed,Urban
408,1.1,2.65,3,6,5,Pescatarian,None,Student,Rural
409,9.15,9.61,8,3,7,Flexitarian,Strength Training,Student,Rural
410,1.82,4.39,4,9,1,Pescatarian,None,Remote,Suburban
411,3.87,4.05,4,8,4,Pescatarian,Cardio,Student,Urban
412,9.55,1.56,3,1,6,Flexitarian,Strength Training,Remote,Urban
413,9.56,5.38,5,5,3,Vegetarian,Strength Training,Mixed,Rural
414,6.16,1.98,4,2,9,Meat-Eater,Sports,Remote,Suburban
415,6.69,3.24,1,4,8,Vegan,Yoga/Pilates,Student,Suburban
416,5.04,3.85,2,2,7,Meat-Eater,Yoga/Pilates,Remote,Rural
417,3.64,8.28,10,10,4,Vegan,Yoga/Pilates,Office,Rural
418,3.96,8.88,10,9,3,Pescatarian,Cardio,Student,Suburban
419,7.05,3.72,1,3,8,Flexitarian,Strength Training,Mixed,Rural
420,7.77,8.73,5,1,7,Meat-Eater,Sports,Fieldwork,Suburban
421,8.12,8.72,10,5,1,Vegetarian,Sports,Student,Urban
422,8.11,7.88,8,1,6,Meat-Eater,Strength Training,Office,Rural
423,1.82,2.32,5,6,4,Meat-Eater,None,Student,Suburban
424,5.45,7.21,9,2,7,Flexitarian,Yoga/Pilates,Office,Urban
425,1.52,9.51,7,10,4,Flexitarian,None,Fieldwork,Urban
426,5.95,7.14,10,1,6,Vegan,None,Student,Urban
427,4.97,3.98,3,8,2,Vegetarian,None,Office,Suburban
428,8.99,5.51,9,4,10,Meat-Eater,Sports,Remote,Urban
429,4.16,6.81,6,10,2,Vegan,Sports,Mixed,Rural
430,2.05,5.6,8,7,2,Vegetarian,None,Student,Suburban
431,2.29,2.08,4,10,5,Vegan,None,Fieldwork,Rural
432,7.85,3.81,2,2,8,Vegetarian,Strength Training,Fieldwork,Urban
433,6.56,8.22,6,4,8,Pescatarian,Sports,Mixed,Urban
434,1.91,8.75,9,8,3,Vegan,None,Student,Urban
435,1.76,2.24,3,6,1,Vegetarian,None,Remote,Suburban
436,7.31,9.57,6,5,2,Vegan,Sports,Mixed,Suburban
437,1.65,3.96,3,7,5,Vegan,None,Student,Urban
438,8.4,6.96,5,4,6,Meat-Eater,Sports,Mixed,Suburban
439,7.36,7.77,8,1,10,Vegan,Sports,Remote,Suburban
440,1.73,8.31,9,9,1,Pescatarian,None,Mixed,Urban
441,1.76,9.51,8,8,1,Pescatarian,None,Fieldwork,Rural
442,9.88,3.82,5,1,6,Pescatarian,Sports,Fieldwork,Rural
443,4.37,8.73,5,6,5,Vegetarian,Strength Training,Remote,Suburban
444,4.34,2.19,4,6,4,Vegan,Cardio,Mixed,Rural
445,8.32,7.35,5,2,6,Vegan,Strength Training,Office,Urban
446,9.53,7.68,9,1,8,Pescatarian,Sports,Office,Rural
447,9.87,7.1,6,4,7,Flexitarian,Strength Training,Student,Urban
448,7.78,3.27,4,2,9,Vegan,Strength Training,Student,Urban
449,4.39,8.86,5,6,4,Meat-Eater,Strength Training,Mixed,Suburban
450,1.75,2.52,4,9,5,Vegan,None,Student,Rural
451,7.99,1.48,4,4,9,Vegetarian,Cardio,Fieldwork,Rural
452,6.03,7.46,8,5,5,Vegan,Cardio,Remote,Urban
453,4.82,5.28,7,9,5,Pescatarian,Cardio,Mixed,Urban
454,9.16,8.64,5,3,8,Meat-Eater,Cardio,Remote,Rural
455,2,4.45,1,6,1,Vegan,None,Fieldwork,Suburban
456,5.43,2.51,4,1,9,Pescatarian,Yoga/Pilates,Remote,Urban
457,1.1,8.53,6,6,1,Vegetarian,None,Office,Rural
458,5.22,5.94,8,4,6,Flexitarian,Strength Training,Mixed,Urban
459,1.51,2.7,3,9,1,Vegan,None,Student,Suburban
460,2.07,7.48,9,6,5,Vegan,None,Office,Rural
461,2.06,5.6,7,7,1,Flexitarian,None,Fieldwork,Rural
462,6.84,6.44,6,2,9,Meat-Eater,Yoga/Pilates,Office,Rural
463,7.71,5.15,8,3,10,Vegetarian,Strength Training,Student,Rural
464,6.25,8.46,5,5,4,Meat-Eater,Sports,Student,Suburban
465,9.66,8.47,10,3,10,Flexitarian,Sports,Mixed,Rural
466,4.37,7.38,8,6,2,Vegan,Yoga/Pilates,Office,Rural
467,3.57,1.95,2,6,2,Vegetarian,Yoga/Pilates,Fieldwork,Rural
468,8.82,8.55,5,1,7,Flexitarian,Sports,Student,Suburban
469,3.01,7.04,7,10,2,Meat-Eater,Yoga/Pilates,Fieldwork,Urban
470,9.67,7.27,9,4,10,Vegan,Strength Training,Student,Rural
471,1.11,4.27,5,10,1,Flexitarian,None,Mixed,Suburban
472,9.73,8.91,8,3,8,Vegetarian,Strength Training,Student,Urban
473,1.39,7.53,7,9,3,Flexitarian,None,Remote,Suburban
474,9.02,2.01,2,4,7,Flexitarian,Strength Training,Office,Urban
475,5.75,4.67,5,3,6,Pescatarian,Cardio,Student,Rural
476,9.94,8.98,7,4,9,Vegetarian,Cardio,Mixed,Urban
477,1.66,1.42,4,7,1,Pescatarian,None,Student,Urban
478,5.98,9.65,5,3,9,Meat-Eater,None,Remote,Suburban
479,9.72,7.11,8,3,8,Vegan,Strength Training,Student,Suburban
480,5.71,6.68,8,2,6,Vegan,Yoga/Pilates,Mixed,Rural
481,6.66,3.44,3,5,1,Vegetarian,None,Fieldwork,Suburban
482,7.26,3.24,5,5,3,Flexitarian,Sports,Remote,Urban
483,5.09,9.48,7,5,1,Vegan,None,Fieldwork,Urban
484,6.65,3.68,1,4,9,Flexitarian,None,Student,Urban
485,6.26,7.98,7,2,6,Flexitarian,Cardio,Student,Urban
486,9.11,4.54,2,3,9,Flexitarian,Strength Training,Remote,Suburban
487,1.41,2.25,4,8,2,Meat-Eater,None,Mixed,Rural
488,3.53,1.1,5,8,1,Flexitarian,Strength Training,Mixed,Rural
489,9.55,5.9,10,4,9,Meat-Eater,Sports,Fieldwork,Urban
490,9.01,9.78,5,4,8,Pescatarian,Cardio,Remote,Rural
491,5.1,4.32,4,5,2,Flexitarian,None,Student,Urban
492,6.58,4.21,3,4,6,Meat-Eater,Strength Training,Remote,Urban
493,3.5,4.1,2,10,4,Vegan,Yoga/Pilates,Student,Suburban
494,2.69,5.68,7,10,1,Flexitarian,None,Student,Urban
495,5.17,4.97,4,3,9,Pescatarian,Yoga/Pilates,Student,Rural
496,4.18,8.92,10,9,1,Vegan,None,Student,Rural
497,6.25,5.55,5,5,2,Vegan,Sports,Fieldwork,Rural
498,1.7,5.57,10,7,2,Meat-Eater,None,Fieldwork,Suburban
499,9.77,2.25,5,2,6,Flexitarian,Sports,Remote,Urban
500,9.88,9.84,10,4,6,Vegetarian,Strength Training,Remote,Suburban
501,7.28,3.25,4,3,10,Vegan,Cardio,Mixed,Suburban
502,5.82,1.66,1,3,6,Vegetarian,Sports,Mixed,Suburban
503,3.79,6.97,8,10,1,Meat-Eater,Yoga/Pilates,Fieldwork,Suburban
504,8.32,6.36,6,4,7,Flexitarian,Sports,Fieldwork,Urban
505,7.16,4.74,3,2,6,Vegetarian,Strength Training,Remote,Rural
506,2.46,4.8,5,10,3,Flexitarian,None,Fieldwork,Suburban
507,9.2,8.07,5,5,1,Pescatarian,Strength Training,Fieldwork,Suburban
508,8.4,2.76,5,1,10,Vegetarian,Strength Training,Fieldwork,Urban
509,9.55,8.38,9,4,9,Meat-Eater,Strength Training,Student,Suburban
510,7.53,6.84,9,5,2,Meat-Eater,Sports,Remote,Urban
511,6.52,4.77,1,2,8,Vegetarian,None,Office,Suburban
512,4.76,5.12,5,6,4,Meat-Eater,Yoga/Pilates,Student,Urban
513,9.39,3.31,5,2,8,Meat-Eater,Cardio,Fieldwork,Suburban
514,8.79,7.77,7,3,7,Meat-Eater,Strength Training,Student,Suburban
515,1.41,5.62,10,6,5,Vegan,None,Office,Suburban
516,1.24,3.89,4,6,2,Meat-Eater,None,Student,Rural
517,4.39,6.36,10,10,3,Vegan,Yoga/Pilates,Office,Rural
518,8.29,9.96,9,3,8,Vegetarian,Cardio,Office,Urban
519,9.89,4.92,2,5,2,Pescatarian,Cardio,Remote,Rural
520,2.35,9.29,9,9,1,Pescatarian,None,Student,Suburban
521,6.35,4.11,1,2,7,Pescatarian,Cardio,Mixed,Urban
522,4.43,1.49,4,7,5,Vegan,None,Fieldwork,Urban
523,9.73,2.84,2,5,2,Meat-Eater,Sports,Student,Urban
524,8.58,4.77,4,2,9,Meat-Eater,Cardio,Fieldwork,Urban
525,8.54,2.98,4,2,6,Vegan,Cardio,Office,Suburban
526,5.22,1,2,4,9,Vegetarian,Sports,Remote,Rural
527,4.73,9.24,9,8,2,Vegan,Sports,Remote,Urban
528,3.46,8.59,9,6,1,Pescatarian,Sports,Remote,Rural
529,1.51,7.68,9,10,4,Vegan,None,Mixed,Urban
530,8.78,2.51,3,5,4,Vegetarian,Cardio,Remote,Suburban
531,8.32,2.08,5,4,6,Vegan,Sports,Office,Suburban
532,10,1.61,2,4,6,Meat-Eater,Strength Training,Remote,Suburban
533,9.97,7.52,7,1,8,Vegetarian,Sports,Student,Rural
534,6,9.36,9,3,6,Vegan,Cardio,Mixed,Suburban
535,7.92,4.87,3,5,2,Vegan,Sports,Office,Suburban
536,9.5,2.07,2,4,10,Vegetarian,Sports,Mixed,Rural
537,8.65,5.61,9,5,3,Meat-Eater,Cardio,Office,Rural
538,3.23,4.14,1,7,1,Pescatarian,Cardio,Office,Rural
539,5.05,4.37,2,5,5,Pescatarian,Sports,Fieldwork,Suburban
540,2.16,6.59,8,8,3,Vegan,None,Mixed,Urban
541,9.59,7.47,8,3,7,Vegetarian,Cardio,Fieldwork,Suburban
542,6.46,2,2,5,5,Meat-Eater,Sports,Remote,Urban
543,3.06,1.32,4,7,1,Vegan,Sports,Mixed,Urban
544,7.05,9.95,6,3,6,Flexitarian,Cardio,Office,Rural
545,6.56,3.09,1,4,7,Flexitarian,None,Fieldwork,Rural
546,4.22,1.48,2,10,3,Vegan,None,Remote,Suburban
547,2.02,2.71,5,7,5,Pescatarian,None,Student,Urban
548,7.04,1.35,5,4,7,Meat-Eater,Sports,Mixed,Urban
549,5.68,4.53,3,5,3,Pescatarian,Yoga/Pilates,Office,Urban
550,7.95,8.22,8,2,9,Pescatarian,Cardio,Office,Rural
551,5.68,4.07,4,4,9,Meat-Eater,Sports,Fieldwork,Suburban
552,8.67,5,6,3,8,Vegan,Cardio,Student,Rural
553,5.97,7.08,10,5,1,Flexitarian,Sports,Office,Suburban
554,6.05,5.58,10,5,1,Vegetarian,Yoga/Pilates,Office,Rural
555,8.89,8.75,8,3,9,Flexitarian,Sports,Office,Rural
556,4.63,8.79,10,6,1,Vegetarian,Sports,Mixed,Rural
557,2.21,1.09,5,9,1,Flexitarian,None,Student,Urban
558,1.26,8,5,8,3,Vegan,None,Remote,Suburban
559,7.8,5.15,6,5,3,Vegan,Strength Training,Remote,Rural
560,6.58,9.9,8,4,6,Vegan,Yoga/Pilates,Remote,Rural
561,7.34,5.35,9,4,8,Flexitarian,Strength Training,Remote,Rural
562,2.92,9.88,7,6,5,Meat-Eater,None,Office,Urban
563,2.23,7.79,10,10,4,Vegan,None,Office,Suburban
564,1.13,3.24,4,7,5,Pescatarian,None,Student,Urban
565,4.16,5.85,5,6,5,Vegan,Cardio,Mixed,Suburban
566,6.31,9.93,5,1,6,Vegan,Sports,Office,Rural
567,4.53,8.72,8,7,1,Vegan,Cardio,Fieldwork,Urban
568,4.94,1.88,4,7,5,Meat-Eater,Strength Training,Mixed,Suburban
569,9.14,7.36,9,1,10,Vegetarian,Cardio,Remote,Suburban
570,4.13,4.11,4,9,2,Vegetarian,Sports,Remote,Urban
571,5.63,1.06,3,3,7,Vegetarian,Strength Training,Remote,Rural
572,8.05,4.63,5,3,9,Meat-Eater,Cardio,Office,Rural
573,4.57,3.11,2,6,5,Meat-Eater,None,Remote,Urban
574,6.6,8.37,7,4,8,Vegan,Strength Training,Mixed,Rural
575,8.76,4.04,5,2,7,Vegan,Strength Training,Fieldwork,Rural
576,9.55,8.45,9,1,6,Pescatarian,Sports,Remote,Urban
577,2.32,1.01,1,10,5,Meat-Eater,None,Office,Rural
578,9.34,3.77,5,4,8,Flexitarian,Strength Training,Office,Rural
579,5.43,3.17,3,5,3,Meat-Eater,None,Fieldwork,Rural
580,3.32,3.1,4,10,3,Flexitarian,Cardio,Remote,Urban
581,5.13,1.61,3,1,6,Flexitarian,None,Remote,Suburban
582,9.82,2.68,2,4,7,Vegetarian,Cardio,Fieldwork,Urban
583,5.43,6,9,5,3,Pescatarian,None,Office,Suburban
584,3.96,3.62,5,9,2,Flexitarian,None,Office,Urban
585,6.7,4.76,5,3,9,Pescatarian,Yoga/Pilates,Remote,Rural
586,3.16,4.39,5,10,1,Vegetarian,Sports,Fieldwork,Rural
587,1.68,8.88,5,10,2,Flexitarian,None,Remote,Suburban
588,2.16,9.15,5,9,2,Pescatarian,None,Remote,Urban
589,2.15,5.44,8,8,3,Pescatarian,None,Office,Urban
590,2.37,3.97,5,10,3,Vegan,None,Remote,Suburban
591,2.25,1.96,2,6,1,Pescatarian,None,Remote,Suburban
592,6.77,9.58,8,4,7,Meat-Eater,Strength Training,Student,Urban
593,2.64,1.54,5,9,5,Pescatarian,None,Fieldwork,Rural
594,4.11,3.68,1,10,3,Vegetarian,None,Fieldwork,Rural
595,9.07,3.68,2,3,8,Vegetarian,Strength Training,Remote,Suburban
596,5.27,3.88,4,5,4,Vegan,Sports,Mixed,Urban
597,7.01,2.48,2,2,6,Meat-Eater,Strength Training,Fieldwork,Rural
598,2.55,8.05,9,10,2,Meat-Eater,None,Remote,Rural
599,2.73,2.1,3,7,2,Pescatarian,None,Fieldwork,Suburban
600,1.37,6.71,6,6,2,Meat-Eater,None,Student,Urban
601,2.52,2.11,2,9,3,Pescatarian,None,Fieldwork,Rural
602,3.51,1.63,1,9,1,Pescatarian,None,Fieldwork,Rural
603,2.59,9.18,9,8,2,Meat-Eater,None,Remote,Rural
604,1.8,2.71,2,10,5,Vegetarian,None,Student,Suburban
605,2.09,8.39,9,6,4,Vegetarian,None,Mixed,Rural
606,5.15,5.9,5,2,9,Flexitarian,Strength Training,Fieldwork,Rural
607,2.86,1.7,5,8,2,Flexitarian,None,Remote,Suburban
608,4.28,9.6,5,6,3,Flexitarian,Strength Training,Remote,Urban
609,5.53,3.22,1,1,9,Flexitarian,None,Remote,Urban
610,7.21,8.74,8,2,9,Meat-Eater,Cardio,Remote,Urban
611,1.35,2.52,5,7,4,Pescatarian,None,Mixed,Urban
612,8.19,8.69,7,4,9,Vegan,Cardio,Office,Rural
613,6.65,1.12,4,5,2,Vegetarian,Yoga/Pilates,Student,Suburban
614,1.74,5.61,10,8,1,Meat-Eater,None,Mixed,Rural
615,8.86,7.92,5,5,1,Vegan,Strength Training,Mixed,Rural
616,9.29,9.41,10,3,8,Meat-Eater,Sports,Student,Urban
617,1.55,9.18,7,6,5,Vegan,None,Mixed,Urban
618,3.49,8.38,6,7,1,Vegetarian,Cardio,Student,Suburban
619,8.26,8.99,6,2,10,Vegetarian,Strength Training,Student,Rural
620,7.73,2.79,4,1,6,Vegetarian,Sports,Mixed,Urban
621,2.66,3.56,3,6,1,Flexitarian,None,Fieldwork,Rural
622,2.88,3.6,5,8,3,Vegan,None,Mixed,Rural
623,4.33,4.39,3,6,4,Vegetarian,Strength Training,Fieldwork,Rural
624,5.36,4.54,4,3,8,Vegetarian,Yoga/Pilates,Mixed,Urban
625,6.56,5.9,9,5,1,Vegetarian,Sports,Office,Urban
626,4.32,2.44,5,7,4,Pescatarian,Strength Training,Remote,Suburban
627,5.16,7.22,6,2,9,Meat-Eater,Strength Training,Fieldwork,Rural
628,7.73,2.51,3,2,9,Pescatarian,Strength Training,Fieldwork,Suburban
629,1.33,3.79,5,10,5,Vegetarian,None,Mixed,Rural
630,3.27,5.53,8,10,1,Vegan,Strength Training,Mixed,Urban
631,7.42,8.17,6,4,7,Vegan,Sports,Remote,Rural
632,9.06,7.66,9,3,8,Vegetarian,Cardio,Office,Suburban
633,5.61,6.81,7,3,10,Vegan,Yoga/Pilates,Mixed,Rural
634,5.79,2.4,2,4,8,Flexitarian,Sports,Student,Urban
635,1.96,5.92,7,7,2,Meat-Eater,None,Mixed,Urban
636,5.03,1.79,3,3,9,Flexitarian,Yoga/Pilates,Office,Suburban
637,5.79,4.4,3,3,7,Pescatarian,None,Mixed,Urban
638,3.18,4.72,2,7,3,Meat-Eater,Yoga/Pilates,Student,Urban
639,3.42,1.36,5,6,2,Pescatarian,Sports,Mixed,Rural
640,4.4,3.47,1,6,1,Pescatarian,Cardio,Office,Rural
641,1.18,9.6,9,9,2,Flexitarian,None,Remote,Urban
642,3.9,9.58,6,10,1,Vegan,Yoga/Pilates,Remote,Rural
643,2.9,4.17,1,8,2,Vegan,None,Mixed,Urban
644,3.95,1.39,1,8,1,Vegan,Cardio,Fieldwork,Suburban
645,2.08,2.61,1,9,1,Meat-Eater,None,Mixed,Urban
646,9.01,4.53,4,4,7,Pescatarian,Strength Training,Office,Rural
647,6.34,9.53,6,3,10,Meat-Eater,Cardio,Office,Urban
648,7.11,2.27,4,2,9,Flexitarian,Sports,Student,Urban
649,8.1,7.87,5,2,9,Flexitarian,Sports,Office,Urban
650,5.49,1.98,4,5,4,Vegetarian,Sports,Remote,Urban
651,1.78,9.83,8,8,1,Meat-Eater,None,Fieldwork,Rural
652,5.83,4.43,2,3,9,Vegetarian,Yoga/Pilates,Student,Rural
653,6.28,7.98,7,3,6,Flexitarian,Sports,Office,Rural
654,7.71,4.08,4,3,10,Flexitarian,Cardio,Fieldwork,Suburban
655,4.88,6.65,8,9,2,Pescatarian,None,Fieldwork,Suburban
656,2.15,2.73,1,6,2,Vegetarian,None,Fieldwork,Suburban
657,3.55,2.31,1,8,1,Vegetarian,Cardio,Student,Urban
658,4.27,9.44,10,6,1,Vegan,None,Remote,Rural
659,6.81,9.26,5,2,10,Vegan,Cardio,Office,Rural
660,6.14,8.99,9,5,4,Vegan,Strength Training,Mixed,Urban
661,4.2,6.63,8,7,5,Vegan,Strength Training,Office,Suburban
662,9.88,8.27,5,3,7,Vegetarian,Sports,Student,Rural
663,6.45,1.62,2,2,7,Vegetarian,Yoga/Pilates,Mixed,Urban
664,3.14,4.01,5,9,4,Flexitarian,Cardio,Fieldwork,Urban
665,1.92,3.82,3,6,2,Meat-Eater,None,Remote,Suburban
666,2.38,6.72,8,8,1,Vegan,None,Student,Rural
667,3.21,4.2,4,9,2,Meat-Eater,None,Remote,Rural
668,2.45,2.34,2,6,3,Vegan,None,Remote,Suburban
669,2.68,6.37,7,9,4,Pescatarian,None,Student,Suburban
670,3.57,8.33,7,7,4,Vegan,Sports,Mixed,Suburban
671,2.56,4.44,5,8,4,Pescatarian,None,Office,Suburban
672,9.07,2.19,4,2,8,Pescatarian,Strength Training,Student,Urban
673,1.72,2.77,1,10,5,Vegetarian,None,Mixed,Rural
674,5.72,3.14,2,3,6,Pescatarian,Strength Training,Student,Rural
675,4.69,3.7,2,7,4,Vegetarian,None,Fieldwork,Suburban
676,9.84,6.79,6,3,7,Pescatarian,Sports,Office,Urban
677,2.01,6.41,10,6,1,Meat-Eater,None,Remote,Suburban
678,4.58,7.26,10,8,2,Vegan,Cardio,Remote,Rural
679,9.73,4.26,2,3,6,Meat-Eater,Strength Training,Remote,Urban
680,8.79,8.42,10,1,6,Flexitarian,Sports,Office,Urban
681,8.35,2.84,1,2,7,Vegetarian,Strength Training,Remote,Rural
682,3.32,5.22,5,8,2,Flexitarian,Sports,Office,Urban
683,2.54,8.21,9,9,1,Flexitarian,None,Remote,Suburban
684,7.02,2.62,4,3,9,Vegetarian,Strength Training,Office,Urban
685,9.36,1.99,1,2,7,Vegan,Cardio,Mixed,Suburban
686,6.01,8.95,9,1,8,Meat-Eater,None,Student,Suburban
687,6.14,4.09,3,2,8,Meat-Eater,Strength Training,Student,Rural
688,3.52,7.15,8,10,1,Meat-Eater,Sports,Fieldwork,Urban
689,7.93,1.23,1,3,10,Pescatarian,Sports,Office,Suburban
690,2.68,7.21,7,8,1,Pescatarian,None,Student,Rural
691,3.91,3.84,5,6,1,Meat-Eater,Strength Training,Student,Rural
692,4.83,1.5,1,8,4,Vegan,Strength Training,Mixed,Urban
693,5.57,6.49,5,4,9,Vegetarian,Yoga/Pilates,Office,Rural
694,3.18,3.17,3,9,5,Flexitarian,Sports,Fieldwork,Rural
695,2.03,4.48,1,7,5,Vegetarian,None,Office,Urban
696,6.5,1.73,2,1,10,Meat-Eater,Yoga/Pilates,Student,Suburban
697,3.6,2.32,1,10,5,Vegetarian,None,Fieldwork,Suburban
698,6.23,3.68,4,2,10,Vegetarian,None,Student,Rural
699,2.39,1.81,3,6,1,Flexitarian,None,Fieldwork,Urban
700,5.33,9.2,8,1,6,Meat-Eater,Yoga/Pilates,Student,Urban
701,5.79,1.05,5,2,8,Vegetarian,None,Student,Urban
702,1.47,5.35,8,7,3,Meat-Eater,None,Student,Suburban
703,4.03,2.11,2,8,2,Meat-Eater,Sports,Office,Suburban
704,2.21,3.77,2,10,1,Pescatarian,None,Office,Urban
705,1.57,9.33,10,9,5,Pescatarian,None,Mixed,Rural
706,9.91,2.46,4,3,7,Vegetarian,Cardio,Remote,Urban
707,3.9,9.69,9,6,4,Flexitarian,None,Mixed,Rural
708,8.29,2.85,1,5,1,Vegetarian,Strength Training,Remote,Urban
709,3.29,7.67,6,10,3,Meat-Eater,None,Fieldwork,Rural
710,7.13,5.92,8,2,6,Meat-Eater,Cardio,Office,Urban
711,7.84,8.96,8,5,1,Vegan,Sports,Office,Rural
712,6.36,5.99,8,5,1,Vegan,Strength Training,Remote,Suburban
713,5.24,5.81,5,1,6,Pescatarian,Sports,Mixed,Suburban
714,4.71,2.76,3,8,4,Flexitarian,Sports,Office,Suburban
715,4.14,2.5,5,10,3,Meat-Eater,None,Fieldwork,Suburban
716,9.37,9.25,7,2,6,Vegetarian,Strength Training,Remote,Rural
717,8.48,3.95,5,3,9,Meat-Eater,Strength Training,Fieldwork,Rural
718,9.69,4.35,5,2,7,Vegan,Cardio,Mixed,Rural
719,2.12,7.84,8,10,1,Vegetarian,None,Student,Suburban
720,7.58,4.05,2,3,9,Vegetarian,Sports,Fieldwork,Urban
721,9.45,9.57,8,5,5,Meat-Eater,Sports,Remote,Urban
722,2.63,7.64,5,6,2,Vegetarian,None,Office,Rural
723,1.6,6.38,10,8,3,Meat-Eater,None,Student,Suburban
724,7.67,8.93,9,2,6,Meat-Eater,Sports,Fieldwork,Rural
725,6.17,1.45,2,1,6,Vegetarian,Strength Training,Mixed,Suburban
726,8.58,3.31,5,4,9,Vegetarian,Cardio,Mixed,Rural
727,2.26,5.19,9,7,3,Pescatarian,None,Student,Rural
728,8.16,3.04,4,5,5,Pescatarian,Cardio,Mixed,Suburban
729,2.81,7.7,6,7,2,Vegan,None,Student,Urban
730,2.47,9.27,6,9,3,Pescatarian,None,Mixed,Urban
731,2.48,4.81,5,7,1,Vegetarian,None,Office,Rural
732,8.33,4.08,2,1,9,Vegan,Strength Training,Remote,Rural
733,6.99,9.65,6,2,10,Vegan,None,Office,Suburban
734,5.71,5,10,3,9,Meat-Eater,Cardio,Fieldwork,Urban
735,4.23,5.4,8,9,2,Flexitarian,Yoga/Pilates,Student,Rural
736,8.89,4.16,3,2,8,Meat-Eater,Strength Training,Remote,Rural
737,4.53,9.19,5,9,4,Flexitarian,Sports,Remote,Rural
738,8.35,6.12,7,1,9,Meat-Eater,Sports,Office,Suburban
739,4.95,7.86,6,8,1,Vegan,Yoga/Pilates,Office,Rural
740,4.39,8.31,9,10,4,Flexitarian,Cardio,Office,Urban
741,5.16,4.08,1,2,10,Meat-Eater,None,Mixed,Rural
742,3.71,4.9,1,6,3,Vegetarian,Cardio,Student,Urban
743,7.73,8.64,9,4,7,Vegetarian,Strength Training,Student,Suburban
744,5.52,4.27,1,4,9,Vegetarian,Cardio,Student,Rural
745,3.09,8.15,9,6,5,Vegetarian,Yoga/Pilates,Remote,Rural
746,9.1,9.47,5,2,7,Pescatarian,Cardio,Mixed,Urban
747,4.46,6.61,10,10,5,Meat-Eater,None,Mixed,Suburban
748,5.89,7.67,10,2,9,Vegan,Sports,Remote,Suburban
749,9.16,8.25,7,3,9,Meat-Eater,Sports,Office,Suburban
750,6.62,8.61,5,2,8,Flexitarian,None,Fieldwork,Rural
751,2.05,4.56,4,8,1,Vegan,None,Student,Rural
752,9.46,1.46,5,4,10,Vegan,Cardio,Mixed,Suburban
753,6.65,4.62,1,3,6,Meat-Eater,Yoga/Pilates,Student,Suburban
754,4.01,7.06,10,10,1,Pescatarian,Cardio,Fieldwork,Suburban
755,2.25,5.05,10,6,2,Vegan,None,Student,Rural
756,8.15,7.74,9,3,7,Pescatarian,Sports,Mixed,Rural
757,6.58,4.21,4,2,10,Vegan,Cardio,Fieldwork,Urban
758,5.8,6.71,5,3,6,Vegan,Yoga/Pilates,Remote,Urban
759,9.05,2.68,1,4,8,Pescatarian,Strength Training,Mixed,Suburban
760,8.1,7.74,8,3,6,Flexitarian,Cardio,Fieldwork,Rural
761,2.37,5.91,8,10,2,Meat-Eater,None,Student,Suburban
762,3.81,2.84,4,8,1,Pescatarian,Strength Training,Fieldwork,Urban
763,3.24,3.63,5,10,4,Pescatarian,Yoga/Pilates,Student,Urban
764,7.7,7.74,8,2,9,Meat-Eater,Sports,Office,Urban
765,1.3,5.34,9,9,3,Flexitarian,None,Mixed,Suburban
766,6.13,2.94,3,1,10,Meat-Eater,Sports,Fieldwork,Urban
767,7.86,9.71,5,2,6,Vegetarian,Sports,Remote,Suburban
768,8.89,7.44,5,2,9,Vegetarian,Sports,Mixed,Rural
769,4.08,9.61,6,6,5,Pescatarian,None,Student,Suburban
770,8.39,4.84,3,3,9,Vegan,Strength Training,Office,Urban
771,2,5.28,8,8,5,Pescatarian,None,Student,Urban
772,8.62,9.08,8,3,10,Vegan,Cardio,Remote,Rural
773,2.15,5.73,10,9,4,Flexitarian,None,Remote,Rural
